BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,PARAMETER_COUNT,PERCENT_COMMENTS,DEFECT_LABEL,_source_file
7.0,0.0,10.0,4.0,0.57,4.0,1.0,0.25,12.0,3.0,0.67,7.73,15.0,1740.0,0.04,29.0,0.07,96.67,116.0,0.0,0.0,7.0,7.0,0.75,3.0,5.0,10.0,0.4,10.0,10.0,19.0,4.0,12.0,0.0,0.0,0,PC4.arff
1.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,1.0,1.0,0.0,21.25,2.4,122.4,0.02,17.0,0.42,6.8,51.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,2.0,0.14,7.0,8.0,9.0,5.0,3.0,0.0,0.0,0,MC1.arff
11.0,4.0,20.0,6.0,0.19,10.0,4.0,0.67,25.0,5.0,0.8,25.75,23.98,14801.55,0.21,116.0,0.04,822.31,617.34,3.0,19.0,28.0,31.0,0.83,5.0,10.0,21.0,0.09,65.0,53.0,63.0,21.0,19.0,0.0,44.0,0,PC3.arff
7.0,2.0,8.0,4.0,0.11,2.0,2.0,0.5,17.0,4.0,1.0,36.09,26.07,24531.29,0.31,182.0,0.04,1362.85,940.93,1.0,0.0,37.0,38.0,1.0,3.0,5.0,15.0,0.08,53.0,73.0,109.0,21.0,15.0,0.0,2.63,0,PC5.arff
7.0,0.0,10.0,4.0,2.0,2.0,1.0,0.25,9.0,3.0,0.0,7.14,10.67,811.81,0.03,22.0,0.09,45.1,76.11,1.0,0.0,1.0,2.0,0.75,4.0,7.0,7.0,1.0,4.0,8.0,14.0,3.0,8.0,3.0,50.0,0,PC2.arff
3.0,2.0,4.0,2.0,0.17,2.0,2.0,1.0,8.0,1.0,0.0,18.89,9.82,1820.94,0.06,41.0,0.1,101.16,185.47,3.0,2.0,9.0,12.0,0.5,1.0,2.0,8.0,0.09,23.0,18.0,23.0,11.0,12.0,1.0,35.71,1,PC4.arff
9.0,4.0,8.0,6.0,0.17,4.0,4.0,0.67,20.0,3.0,0.4,42.06,21.68,19763.62,0.3,157.0,0.05,1097.98,911.75,4.0,0.0,31.0,35.0,0.5,2.0,4.0,16.0,0.16,37.0,67.0,90.0,34.0,22.0,1.0,11.43,1,PC3.arff
3.0,1.0,4.0,2.0,0.29,2.0,2.0,1.0,5.0,1.0,0.0,7.65,7.5,430.2,0.02,16.0,0.13,23.9,57.36,0.0,0.0,7.0,7.0,0.5,1.0,2.0,5.0,0.22,9.0,5.0,11.0,3.0,9.0,0.0,0.0,0,PC5.arff
1.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,11.58,2.67,82.35,0.01,11.0,0.38,4.57,30.88,1.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,0.1,10.0,4.0,7.0,3.0,4.0,0.0,25.0,1,PC4.arff
33.0,18.0,46.0,17.0,0.27,14.0,14.0,0.82,76.0,11.0,0.63,52.98,30.46,49160.83,0.54,270.0,0.03,2731.16,1613.87,11.0,18.0,53.0,64.0,0.65,16.0,31.0,61.0,0.2,87.0,99.0,171.0,39.0,24.0,0.0,35.37,1,PC5.arff
3.0,2.0,0.0,2.0,0.2,0.0,2.0,1.0,6.0,1.0,0.0,21.6,5.0,540.0,0.04,27.0,0.2,30.0,108.0,1.0,0.0,9.0,10.0,0.5,0.0,0.0,6.0,0.14,14.0,10.0,17.0,8.0,8.0,0.0,10.0,0,PC5.arff
5.0,3.0,8.0,3.0,0.1,4.0,3.0,1.0,19.0,1.0,0.0,100.29,10.06,10151.3,0.34,177.0,0.1,563.96,1008.98,0.0,5.0,30.0,30.0,0.33,2.0,4.0,18.0,0.08,39.0,75.0,102.0,41.0,11.0,1.0,14.29,1,MW1.arff
5.0,0.0,8.0,3.0,0.25,4.0,1.0,0.33,9.0,1.0,0.0,59.38,12.02,8577.83,0.24,136.0,0.08,476.55,713.72,10.0,0.0,2.0,12.0,0.33,2.0,4.0,8.0,0.2,15.0,59.0,77.0,27.0,11.0,1.0,83.33,0,PC3.arff
21.0,9.0,50.0,11.0,0.1,20.0,8.0,0.73,52.0,10.0,0.9,44.63,37.74,63573.01,0.56,300.0,0.03,3531.83,1684.41,5.0,11.0,101.0,106.0,0.91,15.0,25.0,43.0,0.08,132.0,130.0,170.0,31.0,18.0,0.0,13.68,1,PC5.arff
3.0,0.0,4.0,2.0,0.22,2.0,1.0,0.0,6.0,1.0,0.0,8.51,8.0,544.91,0.02,19.0,0.13,30.27,68.11,0.0,0.0,9.0,9.0,0.0,1.0,2.0,6.0,0.15,13.0,8.0,11.0,4.0,8.0,0.0,0.0,0,MC1.arff
15.0,5.0,28.0,8.0,0.21,14.0,8.0,1.0,42.0,1.0,0.0,39.25,24.9,24336.47,0.33,175.0,0.04,1352.03,977.37,0.0,3.0,39.0,39.0,0.13,7.0,14.0,36.0,0.17,48.0,83.0,92.0,30.0,18.0,3.0,7.14,0,PC3.arff
18.0,3.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,31.0,44.38,61064.32,0.46,238.0,0.02,3392.46,1375.96,14.0,27.0,67.0,81.0,1.0,4.0,8.0,31.0,0.01,128.0,99.0,139.0,29.0,26.0,0.0,37.96,1,MC1.arff
7.0,5.0,12.0,4.0,0.15,6.0,2.0,0.5,18.0,1.0,0.0,31.79,15.24,7382.54,0.16,93.0,0.07,410.14,484.48,8.0,6.0,19.0,27.0,0.25,3.0,6.0,16.0,0.08,50.0,40.0,53.0,21.0,16.0,0.0,42.42,1,PC4.arff
15.0,11.0,28.0,8.0,0.2,14.0,8.0,1.0,38.0,1.0,0.0,122.69,12.57,19373.39,0.51,256.0,0.08,1076.3,1541.73,6.0,27.0,35.0,41.0,0.13,7.0,14.0,32.0,0.08,97.0,111.0,145.0,53.0,12.0,0.0,48.53,1,PC3.arff
17.0,1.0,32.0,9.0,0.23,16.0,1.0,0.11,34.0,1.0,0.0,40.36,24.47,24167.17,0.33,175.0,0.04,1342.62,987.67,4.0,11.0,36.0,40.0,0.11,8.0,16.0,27.0,0.14,65.0,87.0,88.0,32.0,18.0,0.0,29.41,1,PC5.arff
23.0,10.0,42.0,12.0,0.13,20.0,6.0,0.5,52.0,4.0,0.27,89.42,13.73,16858.82,0.41,201.0,0.07,936.6,1227.81,14.0,78.0,79.0,93.0,0.33,11.0,21.0,42.0,0.07,174.0,84.0,117.0,52.0,17.0,7.0,53.8,1,CM1.arff
7.0,1.0,12.0,4.0,0.1,6.0,1.0,0.25,15.0,1.0,0.0,42.54,15.53,10260.06,0.22,136.0,0.06,570.0,660.69,21.0,1.0,20.0,41.0,0.25,3.0,6.0,13.0,0.08,49.0,44.0,92.0,17.0,12.0,1.0,52.38,1,PC4.arff
5.0,3.0,8.0,3.0,0.6,4.0,3.0,1.0,15.0,1.0,0.0,10.03,17.33,3014.58,0.06,39.0,0.06,167.48,173.92,4.0,0.0,1.0,5.0,0.33,2.0,4.0,14.0,0.43,7.0,13.0,26.0,6.0,16.0,1.0,80.0,0,PC2.arff
7.0,3.0,10.0,4.0,0.2,4.0,2.0,0.5,14.0,3.0,0.67,40.48,11.25,5123.16,0.15,85.0,0.09,284.62,455.39,4.0,14.0,16.0,20.0,0.75,3.0,5.0,12.0,0.05,78.0,39.0,46.0,26.0,15.0,0.0,52.94,1,PC3.arff
10.0,6.0,4.0,8.0,0.13,2.0,8.0,1.0,23.0,1.0,0.0,36.89,28.34,29630.1,0.35,164.0,0.04,1646.12,1045.51,0.0,21.0,61.0,61.0,0.13,1.0,2.0,17.0,0.09,93.0,74.0,90.0,47.0,36.0,0.0,25.61,1,MW1.arff
5.0,4.0,8.0,3.0,0.17,4.0,3.0,1.0,12.0,1.0,0.0,52.67,6.38,2143.97,0.11,65.0,0.16,119.11,336.05,4.0,0.0,14.0,18.0,0.33,2.0,4.0,11.0,0.09,33.0,29.0,36.0,25.0,11.0,2.0,22.22,1,PC3.arff
19.0,4.0,28.0,10.0,0.26,10.0,6.0,0.6,36.0,8.0,0.0,21.41,44.0,41453.41,0.31,192.0,0.02,2302.97,942.12,33.0,17.0,6.0,39.0,0.8,9.0,14.0,28.0,0.16,61.0,77.0,115.0,14.0,16.0,4.0,89.29,1,PC2.arff
1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,9.83,2.0,39.3,0.01,7.0,0.5,2.18,19.65,0.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.13,8.0,3.0,4.0,3.0,4.0,1.0,60.0,0,PC4.arff
13.0,7.0,24.0,7.0,0.26,12.0,6.0,0.0,33.0,4.0,0.0,49.06,12.0,7064.02,0.2,113.0,0.08,392.45,588.67,6.0,1.0,21.0,27.0,0.0,6.0,12.0,28.0,0.21,33.0,50.0,63.0,25.0,12.0,0.0,25.0,0,MC1.arff
1.0,1.0,0.0,1.0,0.02,0.0,1.0,1.0,2.0,1.0,0.0,480.28,2.85,3901.07,0.46,229.0,0.35,216.73,1368.8,0.0,0.0,59.0,59.0,1.0,0.0,0.0,3.0,0.02,61.0,114.0,115.0,60.0,3.0,0.0,0.0,1,PC5.arff
1.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,9.0,3.33,100.0,0.01,10.0,0.3,5.56,30.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,3.0,0.09,11.0,4.0,6.0,3.0,5.0,0.0,50.0,1,PC5.arff
3.0,1.0,4.0,2.0,0.22,2.0,2.0,1.0,6.0,1.0,0.0,18.28,5.0,456.88,0.03,24.0,0.2,25.38,91.38,3.0,1.0,6.0,9.0,0.5,1.0,2.0,6.0,0.13,15.0,10.0,14.0,7.0,7.0,0.0,40.0,0,PC5.arff
9.0,1.0,16.0,5.0,0.1,8.0,1.0,0.2,18.0,1.0,0.0,30.75,35.76,39329.66,0.37,218.0,0.03,2184.98,1099.68,2.0,7.0,49.0,51.0,0.2,4.0,8.0,15.0,0.06,78.0,76.0,142.0,17.0,16.0,1.0,15.52,1,PC4.arff
15.0,0.0,28.0,8.0,0.36,14.0,1.0,0.13,29.0,8.0,1.0,15.12,25.5,9828.72,0.13,83.0,0.04,546.04,385.44,0.0,0.0,22.0,22.0,1.0,7.0,14.0,23.0,0.32,25.0,34.0,49.0,10.0,15.0,0.0,0.0,0,PC1.arff
42.0,6.0,36.0,29.0,0.19,18.0,23.0,0.79,91.0,1.0,0.0,58.76,51.27,154440.0,1.0,470.0,0.02,8580.0,3012.41,16.0,29.0,135.0,151.0,0.03,9.0,18.0,64.0,0.15,193.0,198.0,272.0,56.0,29.0,0.0,25.0,1,PC5.arff
35.0,4.0,68.0,18.0,0.19,34.0,6.0,0.33,77.0,18.0,1.0,27.44,53.24,77776.02,0.49,263.0,0.02,4320.89,1460.86,26.0,8.0,70.0,96.0,1.0,17.0,34.0,61.0,0.17,109.0,121.0,142.0,25.0,22.0,0.0,32.68,1,PC5.arff
9.0,0.0,14.0,5.0,0.26,6.0,1.0,0.0,16.0,4.0,0.0,12.61,16.63,3484.49,0.07,47.0,0.06,193.58,209.59,0.0,0.0,19.0,19.0,0.0,4.0,7.0,13.0,0.21,24.0,19.0,28.0,8.0,14.0,0.0,0.0,0,MC1.arff
1.0,1.0,0.0,1.0,0.03,0.0,1.0,1.0,6.0,1.0,0.0,48.99,15.68,12036.84,0.26,155.0,0.06,668.71,767.9,0.0,11.0,30.0,30.0,1.0,0.0,0.0,7.0,0.02,53.0,57.0,98.0,20.0,11.0,0.0,26.83,1,PC5.arff
7.0,0.0,12.0,4.0,0.21,6.0,1.0,0.25,14.0,1.0,0.0,19.8,7.5,1113.65,0.05,39.0,0.13,61.87,148.49,0.0,1.0,19.0,19.0,0.25,3.0,6.0,12.0,0.17,23.0,15.0,24.0,7.0,7.0,0.0,5.0,0,PC5.arff
3.0,1.0,0.0,2.0,0.5,0.0,1.0,0.5,6.0,1.0,0.0,16.65,4.0,266.43,0.02,18.0,0.25,14.8,66.61,0.0,0.0,4.0,4.0,0.5,0.0,0.0,6.0,0.18,11.0,5.0,13.0,5.0,8.0,0.0,0.0,0,PC4.arff
3.0,4.0,4.0,2.0,0.13,2.0,2.0,1.0,8.0,1.0,0.0,40.28,7.2,2088.0,0.1,58.0,0.14,116.0,290.0,1.0,1.0,14.0,15.0,0.5,1.0,2.0,8.0,0.11,18.0,24.0,34.0,20.0,12.0,0.0,12.5,1,PC5.arff
19.0,4.0,24.0,10.0,0.05,6.0,4.0,0.4,59.0,10.0,1.0,50.98,89.09,404680.57,1.51,832.0,0.01,22482.25,4542.25,0.0,40.0,203.0,203.0,1.0,9.0,12.0,51.0,0.04,281.0,283.0,549.0,27.0,17.0,0.0,16.46,1,PC5.arff
31.0,14.0,46.0,16.0,0.06,16.0,9.0,0.56,123.0,9.0,0.53,249.2,41.5,429280.53,3.45,1466.0,0.02,23848.92,10343.04,1.0,79.0,255.0,256.0,0.56,15.0,23.0,109.0,0.04,390.0,607.0,859.0,117.0,16.0,0.0,23.88,1,PC5.arff
7.0,0.0,12.0,4.0,0.44,6.0,1.0,0.25,13.0,4.0,1.0,7.44,13.5,1355.12,0.03,28.0,0.07,75.28,100.38,0.0,0.0,9.0,9.0,1.0,3.0,6.0,11.0,0.33,12.0,9.0,19.0,3.0,9.0,2.0,0.0,0,PC1.arff
39.0,1.0,76.0,20.0,0.39,38.0,2.0,0.1,65.0,1.0,0.0,71.48,12.37,10946.28,0.29,153.0,0.08,608.13,884.55,0.0,3.0,51.0,51.0,0.05,19.0,38.0,47.0,0.34,59.0,66.0,87.0,40.0,15.0,2.0,5.56,0,PC3.arff
5.0,2.0,0.0,4.0,0.24,0.0,4.0,1.0,10.0,1.0,0.0,29.72,9.6,2738.82,0.1,60.0,0.1,152.16,285.29,4.0,1.0,13.0,17.0,0.25,0.0,0.0,8.0,0.1,42.0,24.0,36.0,15.0,12.0,0.0,27.78,1,PC5.arff
3.0,2.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,17.65,7.88,1094.42,0.05,34.0,0.13,60.8,138.97,0.0,1.0,8.0,8.0,0.5,1.0,2.0,6.0,0.18,11.0,14.0,20.0,8.0,9.0,0.0,11.11,1,PC5.arff
15.0,1.0,28.0,8.0,0.14,14.0,1.0,0.13,33.0,1.0,0.0,28.48,37.78,40642.28,0.36,205.0,0.03,2257.9,1075.83,15.0,3.0,41.0,56.0,0.13,7.0,14.0,27.0,0.11,70.0,68.0,137.0,18.0,20.0,1.0,30.51,1,PC4.arff
25.0,1.0,0.0,13.0,0.43,0.0,13.0,1.0,71.0,1.0,0.0,37.1,25.0,23185.06,0.31,189.0,0.04,1288.06,927.4,0.0,0.0,30.0,30.0,0.08,0.0,0.0,60.0,0.37,35.0,100.0,89.0,20.0,10.0,1.0,0.0,0,PC4.arff
23.0,0.0,30.0,12.0,0.46,8.0,1.0,0.08,31.0,9.0,0.73,14.1,25.14,8911.73,0.12,85.0,0.04,495.1,354.44,1.0,45.0,25.0,26.0,0.75,11.0,15.0,21.0,0.16,75.0,32.0,53.0,7.0,11.0,1.0,64.79,0,PC5.arff
9.0,3.0,16.0,5.0,0.17,8.0,4.0,0.8,20.0,1.0,0.0,44.17,22.38,22130.78,0.33,178.0,0.04,1229.49,988.72,3.0,7.0,27.0,30.0,0.2,4.0,8.0,17.0,0.12,43.0,79.0,99.0,30.0,17.0,2.0,27.03,1,PC3.arff
12.0,2.0,16.0,7.0,0.17,8.0,7.0,1.0,28.0,1.0,0.0,37.15,19.83,14600.75,0.25,146.0,0.05,811.15,736.48,1.0,10.0,41.0,42.0,0.14,4.0,8.0,23.0,0.11,61.0,61.0,85.0,20.0,13.0,0.0,21.15,1,PC5.arff
1.0,1.0,0.0,1.0,0.11,0.0,1.0,1.0,2.0,1.0,0.0,57.63,3.12,562.77,0.06,41.0,0.32,31.26,180.09,0.0,3.0,9.0,9.0,1.0,0.0,0.0,3.0,0.06,16.0,20.0,21.0,16.0,5.0,0.0,25.0,0,MC1.arff
3.0,6.0,4.0,2.0,0.13,2.0,2.0,1.0,12.0,1.0,0.0,27.13,15.06,6152.97,0.14,81.0,0.07,341.83,408.6,0.0,0.0,16.0,16.0,0.5,1.0,2.0,12.0,0.12,17.0,32.0,49.0,17.0,16.0,2.0,0.0,0,KC3.arff
3.0,1.0,4.0,2.0,0.22,2.0,2.0,1.0,5.0,1.0,0.0,15.23,6.0,548.26,0.03,24.0,0.17,30.46,91.38,0.0,0.0,9.0,9.0,0.0,1.0,2.0,5.0,0.17,12.0,9.0,15.0,6.0,8.0,0.0,0.0,0,MC1.arff
5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,13.67,11.43,1786.01,0.05,40.0,0.09,99.22,156.28,5.0,0.0,6.0,11.0,0.0,2.0,4.0,11.0,0.19,16.0,20.0,20.0,7.0,8.0,0.0,45.45,0,MC1.arff
11.0,2.0,18.0,6.0,0.5,8.0,2.0,0.33,22.0,6.0,1.0,11.97,25.0,7483.01,0.1,61.0,0.04,415.72,299.32,0.0,0.0,12.0,12.0,1.0,5.0,9.0,18.0,0.43,14.0,25.0,36.0,10.0,20.0,0.0,0.0,0,PC1.arff
29.0,11.0,38.0,16.0,0.02,14.0,11.0,0.69,175.0,7.0,0.4,360.31,50.19,907623.59,6.03,2419.0,0.02,50423.53,18083.8,1.0,147.0,763.0,764.0,0.44,12.0,19.0,161.0,0.02,1044.0,793.0,1626.0,158.0,20.0,0.0,16.25,0,PC5.arff
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,PC5.arff
47.0,8.0,78.0,24.0,0.28,32.0,16.0,0.67,89.0,1.0,0.0,102.15,24.05,59082.72,0.82,411.0,0.04,3282.37,2456.66,4.0,26.0,82.0,86.0,0.04,23.0,39.0,67.0,0.18,130.0,185.0,226.0,50.0,13.0,0.0,26.79,1,PC5.arff
7.0,1.0,10.0,4.0,0.17,4.0,2.0,0.5,13.0,4.0,1.0,28.27,9.69,2655.57,0.09,59.0,0.1,147.53,273.99,2.0,0.0,21.0,23.0,1.0,3.0,5.0,11.0,0.15,26.0,21.0,38.0,13.0,12.0,5.0,8.7,1,PC3.arff
21.0,2.0,40.0,11.0,0.14,20.0,8.0,0.73,44.0,1.0,0.0,44.4,36.47,59060.03,0.54,321.0,0.03,3281.11,1619.25,13.0,15.0,66.0,79.0,0.09,10.0,20.0,35.0,0.09,119.0,99.0,222.0,19.0,14.0,0.0,29.79,1,PC4.arff
3.0,2.0,4.0,2.0,0.14,2.0,2.0,1.0,7.0,1.0,0.0,19.02,12.5,2971.33,0.08,55.0,0.08,165.07,237.71,0.0,6.0,14.0,14.0,0.5,1.0,2.0,7.0,0.07,29.0,25.0,30.0,10.0,10.0,0.0,30.0,1,PC5.arff
3.0,2.0,4.0,2.0,0.4,2.0,2.0,1.0,7.0,1.0,0.0,15.36,3.5,188.21,0.02,15.0,0.29,10.46,53.77,0.0,0.0,5.0,5.0,0.0,1.0,2.0,7.0,0.29,7.0,5.0,10.0,5.0,7.0,0.0,0.0,0,MC1.arff
3.0,1.0,4.0,2.0,0.33,2.0,2.0,1.0,5.0,1.0,0.0,12.4,3.75,174.4,0.02,14.0,0.27,9.69,46.51,4.0,6.0,2.0,6.0,0.5,1.0,2.0,5.0,0.14,14.0,5.0,9.0,4.0,6.0,0.0,83.33,0,PC2.arff
13.0,3.0,24.0,7.0,0.58,12.0,4.0,0.57,29.0,1.0,0.0,39.03,10.86,4600.49,0.14,84.0,0.09,255.58,423.73,0.0,0.0,12.0,12.0,0.14,6.0,12.0,24.0,0.54,13.0,38.0,46.0,21.0,12.0,0.0,0.0,0,PC1.arff
3.0,3.0,4.0,2.0,0.1,2.0,2.0,1.0,12.0,1.0,0.0,52.01,14.66,11171.75,0.25,138.0,0.07,620.65,762.25,0.0,3.0,20.0,20.0,0.5,1.0,2.0,12.0,0.06,33.0,67.0,71.0,32.0,14.0,1.0,13.04,1,PC3.arff
13.0,1.0,24.0,7.0,0.28,12.0,6.0,0.86,31.0,1.0,0.0,38.61,14.97,8655.44,0.19,119.0,0.07,480.86,578.1,0.0,0.0,25.0,25.0,0.14,6.0,12.0,26.0,0.17,41.0,49.0,70.0,18.0,11.0,2.0,0.0,1,PC3.arff
3.0,1.0,4.0,2.0,0.2,2.0,1.0,0.0,7.0,1.0,0.0,17.28,5.79,578.57,0.03,25.0,0.17,32.14,100.0,0.0,0.0,10.0,10.0,0.0,1.0,2.0,7.0,0.15,13.0,9.0,16.0,7.0,9.0,4.0,0.0,0,MC1.arff
26.0,4.0,32.0,14.0,0.33,10.0,5.0,0.36,43.0,9.0,0.62,39.75,37.71,56535.7,0.5,257.0,0.03,3140.87,1499.05,4.0,1.0,38.0,42.0,0.64,11.0,16.0,31.0,0.3,47.0,120.0,137.0,35.0,22.0,1.0,11.63,1,PC3.arff
21.0,3.0,40.0,11.0,0.22,20.0,8.0,0.0,49.0,1.0,0.0,21.75,67.36,98690.19,0.49,270.0,0.01,5482.79,1465.09,0.0,87.0,49.0,49.0,0.0,10.0,20.0,40.0,0.07,155.0,97.0,173.0,18.0,25.0,0.0,63.97,0,MC1.arff
7.0,9.0,12.0,4.0,0.11,6.0,4.0,1.0,25.0,1.0,0.0,33.45,22.05,16265.89,0.25,145.0,0.05,903.66,737.68,6.0,3.0,32.0,38.0,0.25,3.0,6.0,23.0,0.09,46.0,63.0,82.0,20.0,14.0,0.0,21.95,1,PC5.arff
7.0,0.0,10.0,4.0,0.4,4.0,1.0,0.25,11.0,3.0,0.67,12.44,13.22,2175.26,0.05,35.0,0.08,120.85,164.52,2.0,0.0,8.0,10.0,0.75,3.0,5.0,9.0,0.33,12.0,14.0,21.0,9.0,17.0,1.0,20.0,0,PC3.arff
27.0,1.0,52.0,14.0,0.36,26.0,4.0,0.29,68.0,1.0,0.0,32.18,40.48,52735.32,0.43,254.0,0.02,2929.74,1302.84,0.0,20.0,39.0,39.0,0.07,13.0,26.0,56.0,0.2,69.0,137.0,117.0,22.0,13.0,5.0,33.9,1,MC2.arff
17.0,11.0,30.0,9.0,0.24,14.0,5.0,0.0,50.0,1.0,0.0,73.86,15.67,18129.3,0.39,203.0,0.06,1007.18,1157.19,2.0,5.0,36.0,38.0,0.0,8.0,15.0,43.0,0.17,52.0,94.0,109.0,39.0,13.0,0.0,16.28,0,MC1.arff
13.0,13.0,24.0,7.0,0.09,12.0,7.0,1.0,38.0,1.0,0.0,104.75,22.14,51324.87,0.77,349.0,0.05,2851.38,2318.71,16.0,23.0,59.0,75.0,0.14,6.0,12.0,33.0,0.05,138.0,126.0,223.0,74.0,26.0,9.0,39.8,1,CM1.arff
11.0,6.0,18.0,6.0,0.22,8.0,5.0,0.0,31.0,5.0,0.0,36.14,14.33,7425.49,0.17,101.0,0.07,412.53,518.05,0.0,1.0,27.0,27.0,0.0,5.0,9.0,27.0,0.18,33.0,43.0,58.0,21.0,14.0,0.0,3.57,0,MC1.arff
15.0,1.0,28.0,8.0,0.22,14.0,5.0,0.63,31.0,1.0,0.0,48.97,21.05,21705.36,0.34,176.0,0.05,1205.85,1031.0,0.0,14.0,37.0,37.0,0.13,7.0,14.0,25.0,0.11,72.0,80.0,96.0,38.0,20.0,0.0,27.45,1,PC3.arff
1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,10.57,3.0,95.1,0.01,10.0,0.33,5.28,31.7,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,0.2,5.0,3.0,7.0,3.0,6.0,2.0,0.0,0,PC5.arff
9.0,1.0,16.0,5.0,0.29,8.0,4.0,0.8,18.0,1.0,0.0,24.08,8.33,1672.29,0.07,45.0,0.12,92.9,200.67,14.0,3.0,3.0,17.0,0.2,4.0,8.0,15.0,0.23,22.0,20.0,25.0,12.0,10.0,0.0,85.0,1,PC2.arff
3.0,1.0,4.0,2.0,0.1,2.0,1.0,0.5,8.0,1.0,0.0,54.15,14.62,11582.56,0.26,157.0,0.07,643.48,791.97,2.0,13.0,19.0,21.0,0.5,1.0,2.0,8.0,0.04,45.0,78.0,79.0,24.0,9.0,0.0,44.12,1,PC3.arff
37.0,7.0,72.0,19.0,0.38,36.0,12.0,0.63,88.0,11.0,0.56,48.52,36.22,63649.28,0.59,294.0,0.03,3536.07,1757.32,4.0,0.0,46.0,50.0,0.58,18.0,36.0,71.0,0.35,54.0,135.0,159.0,41.0,22.0,2.0,8.0,0,PC3.arff
5.0,1.0,8.0,3.0,0.18,4.0,1.0,0.33,9.0,1.0,0.0,17.05,11.25,2157.94,0.06,46.0,0.09,119.89,191.82,0.0,0.0,17.0,17.0,0.33,2.0,4.0,8.0,0.14,21.0,18.0,28.0,8.0,10.0,3.0,0.0,1,PC4.arff
104.0,42.0,166.0,54.0,0.17,78.0,42.0,0.78,265.0,23.0,0.0,113.79,56.83,367534.33,2.16,897.0,0.02,20418.57,6466.88,265.0,43.0,51.0,316.0,0.43,44.0,83.0,213.0,0.15,361.0,341.0,556.0,111.0,37.0,0.0,85.79,1,PC2.arff
178.0,14.0,254.0,106.0,0.21,112.0,82.0,0.77,361.0,41.0,0.38,272.58,75.93,1571506.88,6.9,2339.0,0.01,87305.94,20696.93,48.0,71.0,457.0,505.0,0.39,71.0,127.0,257.0,0.17,626.0,942.0,1397.0,397.0,64.0,0.0,20.66,1,PC1.arff
15.0,6.0,28.0,1.0,0.01,14.0,1.0,1.0,41.0,1.0,0.0,54.45,21.29,24686.12,0.39,215.0,0.05,1371.45,1159.35,3.0,2.0,77.0,80.0,1.0,7.0,14.0,35.0,0.01,92.0,95.0,120.0,29.0,13.0,0.0,6.1,1,PC5.arff
9.0,2.0,16.0,5.0,0.5,8.0,2.0,0.4,23.0,1.0,0.0,13.72,23.38,7494.65,0.11,66.0,0.04,416.37,320.63,1.0,3.0,9.0,10.0,0.2,4.0,8.0,20.0,0.31,16.0,33.0,33.0,12.0,17.0,0.0,30.77,0,PC3.arff
1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.2,5.0,2.0,3.0,2.0,3.0,0.0,0.0,0,PC5.arff
25.0,7.0,48.0,13.0,0.16,24.0,8.0,0.62,57.0,11.0,0.83,77.19,17.65,24038.84,0.45,223.0,0.06,1335.49,1362.2,7.0,22.0,73.0,80.0,0.85,12.0,24.0,46.0,0.1,128.0,100.0,123.0,51.0,18.0,0.0,28.43,1,PC5.arff
